tag_chrom,trait_reported,count
7,Bitter taste perception (multivariate analysis) [denatonium benzoate and quinine],43591
7,Schizophrenia [EA],8123
7,Smoking status (current vs never),442
7,Sum eosinophil basophil counts,41001
7,Serum urea levels,69328
7,Type 2 diabetes with other specified/multiple/unspecified complications,12466
7,Waist circumference adjusted for BMI (adjusted for smoking behaviour),4310
7,Glycated haemoglobin HbA1c levels adjusted for BMI,3896
7,Type 2 diabetes without complications,9268
7,Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis),3054
7,"Red blood cell traits [EA, Hgb]",559
7,Total body bone mineral density (age 30-45),8584
7,Electrocardiogram morphology (amplitude at temporal datapoints) [400 ms],1832
7,Hepatocyte growth factor levels,787
7,Protein quantitative trait loci (liver) [ACOT13],389
7,Protein quantitative trait loci (liver) [MLYCD],25
7,Interleukin-6 levels in non-alcoholic fatty liver disease x mastiha supplementation interaction,73
7,N-acetylglucosamine/n-acetylgalactosamine levels,3082
7,Fracture of forearm,1190
7,Systolic blood pressure x smoking status (ever vs never) interaction (2df test) [EA],1161
7,Electrocardiogram morphology (amplitude at temporal datapoints) [300 ms],1547
7,Body fat percentage and triglycerides (pairwise),1919
7,Neuropathic pain in head and neck cancer,97
7,Hyperglycemia in higher physical activity,58
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-448 ms],3668
7,Brain region volumes [right putamen],2181
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-106 ms],1073
7,"""Bronchitis, not specified as acute or chronic""",61
7,Sociability score,182
7,Height [AA],33
7,Lymphocyte percentage of white cells,206871
7,Total testosterone levels,108361
7,"Light brown | hair colour (natural, before greying)",2513
7,Time spent using computer,3789
7,IgG glycosylation patterns [IgG1 FBn/Bn total],789
7,IgG glycosylation patterns [IgG1 Fn/Bn],789
7,Johnsonella ignava abundance in stool,79
7,Hypertension [East Asian],1297
7,Cortical surface area [Pericalcarine],246
7,"""Endocrine, nutritional and metabolic diseases""",166
7,Coffee consumption [conditioned on rs4410790],23
7,"Blood protein levels [TPST1, 7928_183_3]",39067
7,Current | smoking status,60
7,Chronic obstructive pulmonary disease x current smoker interaction (2df),10425
7,Effects of heat and light,350
7,"Blood protein levels [EA, Insulin-like growth factor-binding protein 3]",248
7,Response to anti-retroviral therapy (ddI/d4T) in HIV-1 infection (Grade 3 peripheral neuropathy) [Hispanic],70
7,White matter microstructure (fractional anisotropy) [Splenium of corpus callosum],137
7,"""Asthma, hospital admissions , main diagnosis only""",15
7,Urinary calculus,10993
7,Schizophrenia,159039
7,Hip circumference adjusted for BMI [EA],15085
7,"""Diabetes, varying definitions""",10138
7,Oxalate (ethanedioate) levels,1105
7,Carotid intima media thickness,139
7,"Mania/bipolar disorder/manic depression | non-cancer illness code, self-reported",260
7,Waist circumference adjusted for BMI in active individuals [EA],1919
7,SSC-A on granulocyte,1946
7,Sensitivity / hurt feelings,1454
7,Age when periods started (menarche),990
7,Psoriatic and enteropathic arthropathies,54
7,Time spend outdoors in summer,6361
7,A levels/as levels or equivalent | qualifications,13994
7,Bone mineral density (spine),976
7,Ascending aorta maximum area,3764
7,Brain region volumes [left cerebellum white matter],1600
7,Tacrolimus trough concentration in kidney transplant patients [EA],12986
7,Electrocardiogram morphology (amplitude at temporal datapoints) [106 ms],1043
7,Butyrate (4:0) levels,1371
7,Triglyceride levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) [EA],9588
7,Fresh fruit intake,10626
7,Protein quantitative trait loci (liver) [SEPT11],284
7,"Blood protein levels [SEMA3E, 10670_26_3]",423
7,FSC-A on granulocyte,13
7,Non-oily fish consumption,11176
7,Renal function-related traits (BUN),747
7,LDL cholesterol levels x long total sleep time interaction (2df test) [EA],51
7,Protein quantitative trait loci (liver) [ITIH4],54
7,Rheumatoid arthritis (ACPA-positive),4968
7,Calcaneus stiffness index,1017
7,Bone properties (heel) [BMD-DXA],1190
7,"Age hay fever, rhinitis or eczema diagnosed",712
7,Hepatocyte growth factor levels [EA],13
7,Epilepsy,123
7,Waist circumference adjusted for BMI in non-smokers,3931
7,Lifetime number of sexual partners,16546
7,Neuroticism score,8885
7,Bipolar disorder or major depressive disorder,6045
7,Uterine fibroids,721
7,3mm cylindrical power angle (left),138
7,Enterococcus A abundance in stool,4
7,Stool frequency,4280
7,Belittlement by partner or ex-partner as an adult,710
7,Prostate cancer [EA],241
7,Latanoprost | treatment/medication code,13
7,Adiponectin levels,24923
7,Pulse pressure [East Asian],3537
7,Atrial fibrillation [EA],5312
7,Serum levels of protein PRSS2,112
7,"Stomach cancer | cancer code, self-reported",50
7,Gut microbiota (bacterial taxa) [Unclassified Acidaminococcaceae],35
7,Triglyceride levels,309320
7,Age at suicide,219
7,Secondary polycythaemia,5
7,Systemic lupus erythematosus [EA],2268
7,Ankle spacing width (left),27271
7,Cognitive traits (MTAG),3443
7,Large artery stroke,121
7,Serum levels of protein SERPINE1,172
7,"Bone mineral density (paediatric, total body less head)",10220
7,C-type lectin domain family 5 member A levels,15462
7,Electrocardiogram morphology (amplitude at temporal datapoints) [156 ms],1043
7,Cannabis use disorder [EA],479
7,Atopic dermatitis (moderate to severe) [additive],474
7,Neutralising antibody response to interferon beta therapy in multiple sclerosis in patients positive for neutralising antibodies (antibody titre; IFNβ-1a intramuscular),288
7,"Unclassifiable | non-cancer illness code, self-reported",9
7,Asthma (only as main-diagnosis),15
7,Coronary artery disease,105635
7,Adolescent idiopathic scoliosis,64955
7,Balding type 1,11608
7,White matter microstructure (mode of anisotropy) [Superior corona radiata],9952
7,Electrocardiogram morphology (amplitude at temporal datapoints) [152 ms],1043
7,Electrocardiogram morphology (amplitude at temporal datapoints) [182 ms],1043
7,Pulse rate,5722
7,Smoking behaviour (cigarettes smoked per day),2388
7,Bone mineral density (hip),100
7,"Hayfever, allergic rhinitis or eczema | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",3863
7,Cancer (pleiotropy),6725
7,Glioblastoma (age-stratified) [Above median age-at-diagnosis],673
7,"Systolic blood pressure x alcohol consumption interaction (2df test) [AA, Asian, EA]",425
7,Alcohol usually taken with meals,1444
7,O levels/gcses or equivalent | qualifications,209
7,Fruit consumption,18271
7,Mean reticulocyte volume,178992
7,DNA methylation PhenoAge acceleration,9739
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-442 ms],3668
7,Anxiety [AA],481
7,"Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test) [Asian, EA]",890
7,Glomerular filtration rate in type 2 diabetes,479
7,"""Ulcerative colitis (strict definition, all Crohn cases excluded)""",22
7,Mean corpuscular volume,645383
7,Protein quantitative trait loci (liver) [CORO1A],1871
7,QRS duration [European],703
7,Cataract,40
7,Noninfective enteritis and colitis,22
7,Systemic sclerosis,8448
7,Serum alkaline phosphatase levels,344305
7,Wrist | fractured bone site(s),910
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-470 ms],3668
7,Immune reponse to smallpox (secreted IL-12p40) [EA],340
7,Antihypertensive medication - note that there are other indications,1735
7,"Gout | non-cancer illness code, self-reported",8648
7,HDL cholesterol levels in current drinkers [EA],11997
7,Glomerular filtration rate,3801
7,Spinal canal stenosis,850
7,Fructosamine levels,429
7,Protein quantitative trait loci (liver) [SAR1A],17
7,Facial morphology (segment 28),10485
7,Estimated glomerular filtration rate in diabetes,555
7,Smoking initiation (ever regular vs never regular) [Conditioned on chr7:1870794],769
7,White matter microstructure (fractional anisotropy) [Uncinate fasciculus],7
7,Protein quantitative trait loci (liver) [AGT],49
7,Ulcerative colitis,73914
7,Subcortical volume (min-P),12625
7,Glycine levels [conditional],5804
7,Cholelithiasis or gall stones,2976
7,DHEAS levels [men],726
7,Statin medication,875
7,Plantar fascial fibromatosis,777
7,Coronary artery disease or large artery stroke,92
7,Waist-to-hip ratio adjusted for BMI (additive genetic model),76072
7,Platelet-derived growth factor subunit B levels,5643
7,Sphingomyelin_42:1_[M+H]1+ levels,7726
7,Heart rate increase in response to exercise,3602
7,Hip circumference variance,2071
7,None of the above | pain type(s) experienced in last month,414
7,Feeling nervous,875
7,Age-related hearing impairment (high frequency) [EA],55
7,Aromatic-L-amino-acid decarboxylase levels,10309
7,Cortical surface area,137252
7,Abdominal hernia,2236
7,"Blood protein levels [DBNL, 9755_19_3]",1512
7,"Neurological, eye or psychiatric disease",4389
7,Circulating leptin levels or type 2 diabetes,1418
7,Protein quantitative trait loci (liver) [APRT],103
7,Endometrial cancer (endometrioid histology),9
7,HDL cholesterol levels [Trans-ethnic initial],22600
7,Butter/spreadable butter | spread type,1536
7,Moyamoya disease,793
7,Restless legs syndrome,1207
7,Triglyceride levels x SSRI defined daily dose interaction in schizophrenia or bipolar disorder,198
7,C-reactive protein and white blood cell count [CRP],192
7,Longest period of depression,6
7,Insomnia,45333
7,Fasting blood glucose,12525
7,Sleep duration (short sleep),4569
7,Neuropsychiatric disorders,492
7,Glycemic traits [FPG],1348
7,Depakote 250mg e/c tablet | treatment/medication code,67
7,Urinary albumin excretion (no hypertensive medication),69
7,Alzheimer's disease (APOE e4 interaction),8423
7,Autoimmune traits,11126
7,Male puberty timing (early vs. average onset facial hair),3183
7,"None of the above | medication for pain relief, constipation, heartburn",2832
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-104 ms],1073
7,Nevus count or cutaneous melanoma,1924
7,Protein quantitative trait loci (liver) [HMOX1],10
7,"""UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)""",22
7,Myeloid white cell count,16716
7,Macular thickness,29253
7,Chlamydia trachomatis pGP3 antibody levels,4847
7,Facial morphology (jaw protrusion 2),11691
7,"Serum metabolite levels [5alpha-androstan-3alpha,17beta-diol monosulfate (1]",588
7,Protein quantitative trait loci (liver) [SBDS],2000
7,Osteoarthritis,1321
7,Platelet count,1705635
7,Fibrinogen [EA],6934
7,High blood pressure | vascular/heart problems diagnosed by doctor,34557
7,"Blood protein levels [EA, Trypsin-2]",215
7,Neurociticism,10893
7,Cerebrospinal fluid biomarker levels [Transmembrane glycoprotein NMB],4434
7,Impedance of whole body,137758
7,Electrocardiogram morphology (amplitude at temporal datapoints) [92 ms],1043
7,Hypertensive diseases,5801
7,"""Crohn disease (strict definition, require KELA, min 2 HDR)""",22
7,Leisure-time exercise behaviour,3
7,Pediatric bone mineral content (radius),13178
7,Liver enzyme levels (alkaline phosphatase),97050
7,Electrocardiogram morphology (amplitude at temporal datapoints) [352 ms],1547
7,Trunk fat mass,87342
7,Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [Asian],8553
7,Electrocardiogram morphology (amplitude at temporal datapoints) [288 ms],1547
7,Electrocardiogram morphology (amplitude at temporal datapoints) [190 ms],1043
7,Pancreatic cancer,264
7,Cancer,155
7,Creatinine (enzymatic) in urine,53051
7,Lung cancer prognosis in former smokers,5152
7,Sex hormone levels [DHEAS],1674
7,Urinary metabolite levels in chronic kidney disease [16a-hydroxy DHEA 3-sulfate],693
7,Sex hormone-binding globulin levels adjusted for BMI,239240
7,Basal cell carcinoma,8950
7,Blood protein levels [NRCAM],725
7,Protein quantitative trait loci (liver) [HSPH1],9
7,Electrocardiogram morphology (amplitude at temporal datapoints) [160 ms],1043
7,Argininate levels,1438
7,Blood metabolite levels [caffeine],69
7,Gut microbiota (beta diversity),126
7,Distance between home and job workplace,72
7,Psychological over-eating or binge-eating | mental health problems ever diagnosed by a professional,84
7,Electrocardiogram morphology (amplitude at temporal datapoints) [12 ms],4
7,Protein quantitative trait loci (liver) [DPP7],110
7,Prostate cancer,99004
7,Gamma glutamyl transferase levels,113672
7,Smoking status (ever vs never smokers),45938
7,Triglyceride levels [EA],12626
7,Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [EA],10123
7,Erythritol levels,3225
7,Waist-to-hip ratio adjusted for BMI [women],782
7,Testicular germ cell tumor,32316
7,White matter microstructure (mode of anisotropy) [Posterior corona radiata ],9166
7,"Blood metabolite levels [1,5-anhydroglucitol (1,5-AG]",473
7,Medication use (antithrombotic agents),71
7,Sexual orientation,88
7,"Smoking initiation (ever regular vs never regular) [Conditioned on chr7:133840652, chr7:133589846]",325
7,Neutrophil count,882547
7,No | hearing difficulty/problems,4437
7,IgG glycosylation [IGP67],789
7,Other erythrocyte phenotypes [RBC],15484
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-474 ms],3668
7,Brain region volumes [left thalamus proper],317
7,Acute upper respiratory infections,251
7,Platelet-derived growth factor subunit A levels,6469
7,Glioblastoma [males],493
7,Ever sought or received professional help for mental distress,3342
7,Electrocardiogram morphology (amplitude at temporal datapoints) [-460 ms],3668
7,Immunoglobulin light chain (AL) amyloidosis,279
7,Glomerular filtration rate [Japanese],149
7,Alcoholic chronic pancreatitis,724
7,Immunodeficiency with predominantly antibody defects,29
7,Urate levels [women],10403
7,Brain region volumes [left entorhinal],6037
7,"Systolic blood pressure, automated reading",20302
7,"Heel bone mineral density (bmd) t-score, automated (left)",6345
7,Urinary metabolite levels in chronic kidney disease [glyco-beta-muricholate],726
7,Coffee consumed,69
7,Intraocular pressure,50909
7,Haematocrit percentage,48468
7,Primary tooth development (number of teeth),4918
7,Serum levels of protein CROT,1134
7,"""Fracture of lower leg, including ankle""",1667
7,Forns index in high alcohol intake,617
7,Serum levels of protein THPO,1524
7,Vitamin d product | treatment/medication code,622
7,Protein quantitative trait loci (liver) [LIPA],5
7,HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [EA],24798
7,"Pulse rate, automated reading",44924
7,Number of days/week of vigorous physical activity 10+ minutes,7482
7,"Urinary metabolite modules (eigenmetabolites) in chronic kidney disease [glyco-beta-muricholatemtauro-beta-muricholate, X-23157]",726
7,"Hip circumference adjusted for BMI [EA, women]",17004
7,Arm fat-free mass (right),73354
7,"No, never | tinnitus",1676
7,Other bones | fractured bone site(s),808
7,Malignant neoplasm of prostate (controls excluding all cancers),352
7,Average weekly red wine intake,359
7,"Other professional qualifications eg: nursing, teaching | qualifications",498
7,Attention deficit hyperactivity disorder (inattention symptoms),101
